DISTRITO;MAT_CRECHE;MAT_PRE_ESCOLA;MAT_FUND_I;MAT_FUND_II;MAT_EJA_I;MAT_EJA_II;MAT_ENS_MED;MAT_ED_PROF;MAT_PROC_CRECHE;MAT_PROC_PRE_ESC;DEM_CRECHE;DEM_PRE;DEM_FUND_I;DEM_FUND_II;DEM_EJA_I;DEM_EJA_II;DEM_PREF_CRECHE;DEM_PREF_PRE;MES_ANO_REF
VILA MARIANA;296;1385;251;265;19;213;0;0;;;362;80;0;0;0;0;;;dez-06
VILA MATILDE;356;1501;2809;2814;92;287;0;0;;;679;191;0;0;0;0;;;dez-06
VILA MEDEIROS;777;3676;2574;2196;418;1118;0;0;;;1435;344;0;0;0;0;;;dez-06
VILA PRUDENTE;832;2493;1413;1279;140;363;0;0;;;676;74;0;0;0;0;;;dez-06
VILA SONIA;525;2528;2347;2011;161;642;0;0;;;1358;675;0;0;0;0;;;dez-06
AGUA RASA;654;1868;1377;1434;59;194;0;0;;;523;250;0;0;0;0;;;mar-07
ALTO DE PINHEIROS;265;157;0;0;0;0;0;0;;;158;14;0;0;0;0;;;mar-07
ANHANGUERA;242;2045;2918;2755;162;938;0;0;;;397;149;0;0;0;0;;;mar-07
ARICANDUVA;440;1629;2097;2102;163;698;0;0;;;538;190;0;0;0;0;;;mar-07
ARTUR ALVIM;993;4031;2897;2833;126;470;0;0;;;799;140;0;0;0;0;;;mar-07
BARRA FUNDA;233;334;0;0;0;0;0;0;;;219;66;0;0;0;0;;;mar-07
BELA VISTA;546;1171;515;494;0;456;0;0;;;887;270;0;0;0;0;;;mar-07
BELEM;224;1533;460;0;0;0;0;0;;;310;287;0;0;0;0;;;mar-07
BOM RETIRO;471;1509;0;0;0;0;0;0;;;676;613;0;0;0;0;;;mar-07
BRAS;319;733;0;0;0;0;0;0;;;461;323;0;0;0;0;;;mar-07
BRASILANDIA;2346;9105;9501;7562;897;3265;0;0;;;2926;1241;0;0;0;0;;;mar-07
BUTANTA;346;1505;1573;1429;391;1043;0;0;;;433;148;0;0;0;0;;;mar-07
CACHOEIRINHA;807;4642;3139;3116;458;1418;0;0;;;1187;270;0;0;0;0;;;mar-07
CAMBUCI;126;754;0;0;298;440;0;0;;;237;267;0;0;0;0;;;mar-07
CAMPO BELO;451;764;1420;1386;150;845;0;0;;;521;68;0;0;0;0;;;mar-07
CAMPO GRANDE;324;2212;3387;3254;264;946;0;0;;;360;252;0;0;0;0;;;mar-07
CAMPO LIMPO;1385;8848;8796;8173;948;3694;0;0;;;3386;2450;0;0;0;0;;;mar-07
CANGAIBA;797;4581;2582;2438;211;764;0;0;;;1260;601;0;0;0;0;;;mar-07
CAPAO REDONDO;1441;7265;10944;8698;1630;4675;0;0;;;2725;2783;0;0;0;0;;;mar-07
CARRAO;543;1822;1009;1035;0;0;0;0;;;599;213;0;0;0;0;;;mar-07
CASA VERDE;405;2059;1113;1148;134;559;0;0;;;750;194;0;0;0;0;;;mar-07
CIDADE ADEMAR;1247;5834;4647;3952;725;1747;0;0;;;3312;2333;0;0;0;0;;;mar-07
CIDADE DUTRA;2681;7255;6668;6976;290;2427;0;0;;;2372;845;0;0;0;0;;;mar-07
CIDADE LIDER;962;4880;3033;3121;503;1714;0;0;;;1255;525;0;0;0;0;;;mar-07
CIDADE TIRADENTES;2056;10594;12624;12692;603;3195;427;0;;;2251;1671;0;0;0;0;;;mar-07
CONSOLACAO;266;950;0;0;0;0;0;0;;;422;137;0;0;0;0;;;mar-07
CURSINO;260;1634;982;996;0;175;0;0;;;697;425;0;0;0;0;;;mar-07
ERMELINO MATARAZZO;597;3560;1677;1832;241;1381;0;0;;;873;678;0;0;0;0;;;mar-07
FREGUESIA DO O;770;5011;3312;2701;276;1285;0;0;;;634;399;0;0;0;0;;;mar-07
GRAJAU;2477;11136;8227;7135;952;3252;0;0;;;4439;2796;0;0;0;0;;;mar-07
GUAIANASES;1016;4427;1792;2453;561;1800;0;0;;;849;682;0;0;0;0;;;mar-07
IGUATEMI;1161;5173;6850;6176;504;1556;0;0;;;1365;1334;0;0;0;0;;;mar-07
IPIRANGA;728;2818;997;882;208;422;0;0;;;1059;308;0;0;0;0;;;mar-07
ITAIM BIBI;134;838;820;740;66;359;0;0;;;203;109;0;0;0;0;;;mar-07
ITAIM PAULISTA;1071;6836;5749;6304;467;2317;0;0;;;2275;2321;0;0;0;0;;;mar-07
ITAQUERA;884;6118;3171;3650;273;1667;0;0;;;1529;562;0;0;0;0;;;mar-07
JABAQUARA;1210;5359;3247;2899;359;1033;0;0;;;2168;1429;0;0;0;0;;;mar-07
JACANA;601;3467;2539;2273;76;663;0;0;;;1002;386;0;0;0;0;;;mar-07
JAGUARA;334;1262;812;887;166;452;0;0;;;492;90;0;0;0;0;;;mar-07
JAGUARE;333;920;409;382;189;266;0;0;;;425;165;0;0;0;0;;;mar-07
JARAGUA;2120;7084;9909;8930;791;3027;323;0;;;1990;1522;0;0;0;0;;;mar-07
JARDIM ANGELA;1983;7899;8370;6571;646;2361;0;0;;;3447;4293;0;0;0;0;;;mar-07
JARDIM HELENA;794;4536;5497;6060;196;1538;0;0;;;1424;574;0;0;0;0;;;mar-07
JARDIM PAULISTA;35;654;0;0;0;0;0;0;;;7;19;0;0;0;0;;;mar-07
JARDIM SAO LUIS;2058;9395;8128;6610;671;2524;0;0;;;3922;2106;0;0;0;0;;;mar-07
JOSE BONIFACIO;524;4364;2948;2739;43;521;0;0;;;974;374;0;0;0;0;;;mar-07
LAJEADO;1294;5722;3748;4252;430;1726;0;0;;;1362;1891;0;0;0;0;;;mar-07
LAPA;208;2229;0;0;0;0;0;0;;;213;158;0;0;0;0;;;mar-07
LIBERDADE;338;681;436;429;104;204;0;0;;;556;118;0;0;0;0;;;mar-07
LIMAO;365;1392;700;727;36;434;0;0;;;342;79;0;0;0;0;;;mar-07
MANDAQUI;586;3297;2401;2392;170;454;0;0;;;871;98;0;0;0;0;;;mar-07
MARSILAC;67;75;0;0;0;0;0;0;;;6;1;0;0;0;0;;;mar-07
MOEMA;184;1246;369;219;0;0;0;0;;;148;91;0;0;0;0;;;mar-07
MOOCA;347;1405;404;414;133;189;0;0;;;258;149;0;0;0;0;;;mar-07
MORUMBI;255;766;816;581;58;156;0;0;;;349;160;0;0;0;0;;;mar-07
PARELHEIROS;869;4232;3451;1541;165;892;0;0;;;1152;942;0;0;0;0;;;mar-07
PARI;202;474;369;371;0;0;0;0;;;117;75;0;0;0;0;;;mar-07
PARQUE DO CARMO;520;2418;1218;1282;46;486;0;0;;;800;378;0;0;0;0;;;mar-07
PEDREIRA;575;3706;5314;4876;403;1800;0;0;;;1431;1172;0;0;0;0;;;mar-07
PENHA;551;1586;0;0;0;0;0;0;;;750;272;0;0;0;0;;;mar-07
PERDIZES;267;885;369;275;76;159;0;0;;;299;77;0;0;0;0;;;mar-07
PERUS;501;3421;4392;4098;249;1190;0;0;;;1023;959;0;0;0;0;;;mar-07
PINHEIROS;287;711;366;398;0;0;0;0;;;309;77;0;0;0;0;;;mar-07
PIRITUBA;973;4160;4465;4553;550;1479;329;0;;;1153;932;0;0;0;0;;;mar-07
PONTE RASA;521;2322;2803;3040;36;841;0;0;;;590;337;0;0;0;0;;;mar-07
RAPOSO TAVARES;1257;4306;4409;3716;391;1128;0;0;;;1145;318;0;0;0;0;;;mar-07
REPUBLICA;8;840;0;0;0;0;0;0;;;1;54;0;0;0;0;;;mar-07
RIO PEQUENO;1457;3598;4158;3378;390;1139;0;0;;;1288;397;0;0;0;0;;;mar-07
SACOMA;1631;6809;5784;5131;840;2366;0;0;;;2792;960;0;0;0;0;;;mar-07
SANTA CECILIA;428;1050;0;0;0;0;0;0;;;685;330;0;0;0;0;;;mar-07
SANTANA;358;2051;1617;1797;0;385;1168;799;;;466;141;0;0;0;0;;;mar-07
SANTO AMARO;150;509;1165;1615;22;784;100;0;;;342;166;0;0;0;0;;;mar-07
SAO DOMINGOS;476;2131;3135;2958;204;638;0;0;;;552;245;0;0;0;0;;;mar-07
SAO LUCAS;431;2969;3684;3723;174;959;0;0;;;475;322;0;0;0;0;;;mar-07
SAO MATEUS;1288;5289;4382;4205;546;1704;0;0;;;1397;390;0;0;0;0;;;mar-07
SAO MIGUEL;614;2711;4418;4384;91;1298;232;0;;;848;609;0;0;0;0;;;mar-07
SAO RAFAEL;1867;7046;5389;4156;594;1775;0;0;;;1803;850;0;0;0;0;;;mar-07
SAPOPEMBA;2641;10378;10437;9990;1260;3589;373;0;;;2481;944;0;0;0;0;;;mar-07
SAUDE;198;929;273;359;0;289;0;0;;;259;131;0;0;0;0;;;mar-07
SE;52;128;563;437;139;275;0;0;;;135;91;0;0;0;0;;;mar-07
SOCORRO;336;1482;1531;1578;141;612;0;0;;;176;40;0;0;0;0;;;mar-07
TATUAPE;81;1944;1330;1358;147;635;0;0;;;196;83;0;0;0;0;;;mar-07
TREMEMBE;935;5466;4252;3951;412;1358;0;0;;;1393;703;0;0;0;0;;;mar-07
TUCURUVI;315;1147;1492;1500;47;391;0;0;;;330;92;0;0;0;0;;;mar-07
VILA ANDRADE;178;347;2836;1541;386;526;0;0;;;886;869;0;0;0;0;;;mar-07
VILA CURUCA;947;5849;6810;6808;196;1678;0;0;;;1608;1337;0;0;0;0;;;mar-07
VILA FORMOSA;245;1842;491;554;0;208;0;0;;;422;279;0;0;0;0;;;mar-07
VILA GUILHERME;292;1611;1242;1061;42;305;0;0;;;237;73;0;0;0;0;;;mar-07
VILA JACUI;904;5541;4655;4805;196;1583;0;0;;;1052;749;0;0;0;0;;;mar-07
VILA LEOPOLDINA;209;794;824;716;49;168;0;0;;;176;45;0;0;0;0;;;mar-07
VILA MARIA;1043;5120;3921;3267;217;745;0;0;;;1144;260;0;0;0;0;;;mar-07
VILA MARIANA;317;1363;241;291;0;187;0;0;;;385;116;0;0;0;0;;;mar-07
VILA MATILDE;395;1509;2543;2845;88;442;0;0;;;422;105;0;0;0;0;;;mar-07
VILA MEDEIROS;796;3867;2498;2154;517;1471;0;0;;;1010;206;0;0;0;0;;;mar-07
VILA PRUDENTE;862;2247;1261;1272;231;493;0;0;;;721;202;0;0;0;0;;;mar-07
VILA SONIA;635;2341;2231;2122;241;674;0;0;;;955;681;0;0;0;0;;;mar-07
AGUA RASA;662;1839;1332;1419;52;109;0;0;;;467;229;0;0;0;0;;;jun-07
ALTO DE PINHEIROS;289;157;0;0;0;0;0;0;;;146;13;0;0;0;0;;;jun-07
ANHANGUERA;252;2077;2960;2753;214;927;0;0;;;383;128;0;0;0;0;;;jun-07
ARICANDUVA;543;1685;2074;2075;150;635;0;0;;;523;167;0;0;0;0;;;jun-07
ARTUR ALVIM;1181;4162;2883;2819;119;383;0;0;;;649;118;0;0;0;0;;;jun-07
BARRA FUNDA;230;337;0;0;0;0;0;0;;;197;60;0;0;0;0;;;jun-07
BELA VISTA;562;1238;526;500;0;0;0;0;;;827;220;0;0;0;0;;;jun-07
BELEM;440;1708;474;0;0;389;0;0;;;260;256;0;0;0;0;;;jun-07
BOM RETIRO;488;1502;0;0;0;0;0;0;;;602;581;0;0;0;0;;;jun-07
BRAS;318;734;0;0;0;0;0;0;;;433;299;0;0;0;0;;;jun-07
BRASILANDIA;2740;9278;9699;7587;862;3069;0;0;;;2708;1094;0;0;0;0;;;jun-07
BUTANTA;354;1516;1569;1419;403;1033;0;0;;;409;136;0;0;0;0;;;jun-07
CACHOEIRINHA;906;4595;3066;3036;441;1202;0;0;;;1176;223;0;0;0;0;;;jun-07
CAMBUCI;135;769;0;0;255;417;0;0;;;231;238;0;0;0;0;;;jun-07
CAMPO BELO;504;801;1439;1335;129;741;0;0;;;450;52;0;0;0;0;;;jun-07
CAMPO GRANDE;404;2228;3380;3247;376;1037;0;0;;;294;230;0;0;0;0;;;jun-07
CAMPO LIMPO;1538;9339;8778;8146;948;3640;0;0;;;3222;2038;0;0;0;0;;;jun-07
CANGAIBA;793;4553;2559;2399;209;713;0;0;;;1204;525;0;0;0;0;;;jun-07
CAPAO REDONDO;1531;7541;10887;8630;1671;4670;0;0;;;2628;2504;0;0;0;0;;;jun-07
CARRAO;636;1889;983;1008;0;0;0;0;;;488;168;0;0;0;0;;;jun-07
CASA VERDE;400;2029;1109;1147;133;530;0;0;;;734;173;0;0;0;0;;;jun-07
CIDADE ADEMAR;1285;6049;4682;3957;725;1669;0;0;;;3225;2092;0;0;0;0;;;jun-07
CIDADE DUTRA;2897;7373;6683;7086;265;2339;0;0;;;2198;714;0;0;0;0;;;jun-07
CIDADE LIDER;1025;5052;2983;3030;502;1592;0;0;;;1139;433;0;0;0;0;;;jun-07
CIDADE TIRADENTES;2357;11151;12678;12586;567;3114;568;0;;;2022;1294;0;0;0;0;;;jun-07
CONSOLACAO;284;987;0;0;0;0;0;0;;;374;120;0;0;0;0;;;jun-07
CURSINO;264;1633;952;966;0;0;0;0;;;681;370;0;0;0;0;;;jun-07
ERMELINO MATARAZZO;675;3615;1666;1834;248;1315;0;0;;;754;611;0;0;0;0;;;jun-07
FREGUESIA DO O;777;5127;3272;2659;245;1105;0;0;;;592;311;0;0;0;0;;;jun-07
GRAJAU;3071;11765;8305;7088;941;3212;0;0;;;4105;2382;0;0;0;0;;;jun-07
GUAIANASES;1050;4522;1827;2434;548;1716;0;0;;;773;595;0;0;0;0;;;jun-07
IGUATEMI;1278;5373;7022;6249;459;1391;0;0;;;1294;1267;0;0;0;0;;;jun-07
IPIRANGA;751;2872;1003;894;165;382;0;0;;;977;272;0;0;0;0;;;jun-07
ITAIM BIBI;144;838;788;729;67;355;0;0;;;187;94;0;0;0;0;;;jun-07
ITAIM PAULISTA;1555;7854;5781;6249;458;2151;0;0;;;1917;1852;0;0;0;0;;;jun-07
ITAQUERA;1314;6700;3180;3597;241;1588;0;0;;;1321;573;0;0;0;0;;;jun-07
JABAQUARA;1347;5542;3254;2831;356;923;0;0;;;2025;1224;0;0;0;0;;;jun-07
JACANA;602;3515;2489;2151;74;571;0;0;;;960;318;0;0;0;0;;;jun-07
JAGUARA;348;1275;825;884;161;442;0;0;;;463;83;0;0;0;0;;;jun-07
JAGUARE;429;1055;406;390;184;261;0;0;;;385;109;0;0;0;0;;;jun-07
JARAGUA;2255;7444;10185;9058;855;3081;337;0;;;1841;1339;0;0;0;0;;;jun-07
JARDIM ANGELA;2060;8197;8435;6561;664;2422;0;0;;;3324;4023;0;0;0;0;;;jun-07
JARDIM HELENA;1073;4871;5503;6071;181;1361;0;0;;;1158;368;0;0;0;0;;;jun-07
JARDIM PAULISTA;38;687;0;0;0;0;0;0;;;6;16;0;0;0;0;;;jun-07
JARDIM SAO LUIS;2129;9734;8175;6618;645;2491;0;0;;;3823;1841;0;0;0;0;;;jun-07
JOSE BONIFACIO;657;4517;2980;2743;43;485;0;0;;;853;304;0;0;0;0;;;jun-07
LAJEADO;1473;6005;3751;4219;425;1688;0;0;;;1228;1676;0;0;0;0;;;jun-07
LAPA;240;2266;0;0;0;0;0;0;;;187;138;0;0;0;0;;;jun-07
LIBERDADE;331;643;355;306;63;108;0;0;;;538;105;0;0;0;0;;;jun-07
LIMAO;373;1326;713;737;37;360;0;0;;;320;56;0;0;0;0;;;jun-07
MANDAQUI;585;3293;2390;2363;176;462;0;0;;;820;87;0;0;0;0;;;jun-07
MARSILAC;58;64;0;0;0;0;0;0;;;3;1;0;0;0;0;;;jun-07
MOEMA;185;1273;363;227;0;0;0;0;;;142;77;0;0;0;0;;;jun-07
MOOCA;380;1464;315;297;75;139;0;0;;;218;138;0;0;0;0;;;jun-07
MORUMBI;259;780;810;578;57;164;0;0;;;329;149;0;0;0;0;;;jun-07
PARELHEIROS;1021;4450;3450;1541;165;894;0;0;;;1052;778;0;0;0;0;;;jun-07
PARI;234;502;364;368;0;0;0;0;;;107;70;0;0;0;0;;;jun-07
PARQUE DO CARMO;560;2420;1213;1260;46;395;0;0;;;725;350;0;0;0;0;;;jun-07
PEDREIRA;773;4037;5307;4801;386;1636;0;0;;;1323;1003;0;0;0;0;;;jun-07
PENHA;729;1709;0;0;0;0;0;0;;;614;227;0;0;0;0;;;jun-07
PERDIZES;304;918;363;280;76;158;0;0;;;246;67;0;0;0;0;;;jun-07
PERUS;545;3483;4402;4082;249;1184;0;0;;;985;904;0;0;0;0;;;jun-07
PINHEIROS;302;700;368;386;0;0;0;0;;;286;76;0;0;0;0;;;jun-07
PIRITUBA;1041;4251;4377;4435;556;1485;326;0;;;1101;853;0;0;0;0;;;jun-07
PONTE RASA;525;2333;2780;3021;36;740;0;0;;;545;280;0;0;0;0;;;jun-07
RAPOSO TAVARES;1304;4318;4390;3694;342;1033;0;0;;;1043;264;0;0;0;0;;;jun-07
REPUBLICA;6;834;0;0;0;0;0;0;;;1;44;0;0;0;0;;;jun-07
RIO PEQUENO;1460;3627;4166;3368;365;954;0;0;;;1211;353;0;0;0;0;;;jun-07
SACOMA;2156;7163;5777;5093;844;2313;0;0;;;2431;814;0;0;0;0;;;jun-07
SANTA CECILIA;442;1071;0;0;0;0;0;0;;;630;291;0;0;0;0;;;jun-07
SANTANA;474;2181;1593;1837;0;0;0;0;;;417;121;0;0;0;0;;;jun-07
SANTO AMARO;153;511;1029;1499;0;307;1176;784;;;328;154;0;0;0;0;;;jun-07
SAO DOMINGOS;491;2169;3121;2949;206;608;0;0;;;544;219;0;0;0;0;;;jun-07
SAO LUCAS;436;3013;3673;3713;164;867;0;0;;;424;298;0;0;0;0;;;jun-07
SAO MATEUS;1456;5321;4405;4162;577;1799;0;0;;;1286;343;0;0;0;0;;;jun-07
SAO MIGUEL;878;3370;4397;4310;90;1250;225;0;;;606;422;0;0;0;0;;;jun-07
SAO RAFAEL;1942;7140;5475;4221;564;1683;0;0;;;1683;753;0;0;0;0;;;jun-07
SAPOPEMBA;2790;10407;10376;9988;1190;3197;375;0;;;2249;858;0;0;0;0;;;jun-07
SAUDE;204;973;277;363;0;240;0;0;;;239;115;0;0;0;0;;;jun-07
SE;52;124;572;442;135;290;0;0;;;125;84;0;0;0;0;;;jun-07
SOCORRO;333;1513;1530;1536;140;591;0;0;;;160;19;0;0;0;0;;;jun-07
TATUAPE;343;2105;1287;1320;119;481;0;0;;;155;67;0;0;0;0;;;jun-07
TREMEMBE;929;5520;4185;3906;360;1142;0;0;;;1347;578;0;0;0;0;;;jun-07
TUCURUVI;310;1148;1463;1482;45;331;0;0;;;319;85;0;0;0;0;;;jun-07
VILA ANDRADE;185;350;2801;1520;387;531;0;0;;;885;854;0;0;0;0;;;jun-07
VILA CURUCA;1270;6754;6860;6819;205;1683;0;0;;;1248;810;0;0;0;0;;;jun-07
VILA FORMOSA;264;1916;491;547;0;123;0;0;;;393;246;0;0;0;0;;;jun-07
VILA GUILHERME;279;1645;1240;1063;29;256;0;0;;;217;46;0;0;0;0;;;jun-07
VILA JACUI;1164;5944;4631;4785;187;1423;0;0;;;776;460;0;0;0;0;;;jun-07
VILA LEOPOLDINA;205;888;812;692;49;167;0;0;;;152;25;0;0;0;0;;;jun-07
VILA MARIA;1110;5264;3883;3195;193;629;0;0;;;986;201;0;0;0;0;;;jun-07
VILA MARIANA;336;1348;243;294;0;192;0;0;;;366;105;0;0;0;0;;;jun-07
VILA MATILDE;531;1621;2513;2799;60;313;0;0;;;378;99;0;0;0;0;;;jun-07
VILA MEDEIROS;818;3881;2440;2122;489;1168;0;0;;;931;182;0;0;0;0;;;jun-07
VILA PRUDENTE;908;2343;1265;1249;212;409;0;0;;;657;176;0;0;0;0;;;jun-07
VILA SONIA;756;2367;2226;2094;229;662;0;0;;;834;616;0;0;0;0;;;jun-07
AGUA RASA;659;1825;1322;1397;58;121;0;0;;;713;148;0;0;0;0;;;set-07
ALTO DE PINHEIROS;292;154;0;0;0;0;0;0;;;272;6;0;0;0;0;;;set-07
ANHANGUERA;302;2108;2961;2768;171;796;0;0;;;1023;327;0;0;0;0;;;set-07
ARICANDUVA;550;1666;2059;2047;147;679;0;0;;;828;253;0;0;0;0;;;set-07
ARTUR ALVIM;1199;4144;2848;2776;97;394;0;0;;;1165;87;0;0;0;0;;;set-07
BARRA FUNDA;234;338;0;0;0;0;0;0;;;301;85;0;0;0;0;;;set-07
BELA VISTA;574;1235;528;520;0;0;0;0;;;1256;240;0;0;0;0;;;set-07
BELEM;441;1709;466;0;0;394;0;0;;;414;209;0;0;0;0;;;set-07
BOM RETIRO;499;1532;0;0;0;0;0;0;;;1024;651;0;0;0;0;;;set-07
BRAS;318;715;0;0;0;0;0;0;;;581;183;0;0;0;0;;;set-07
BRASILANDIA;2837;9263;9599;7426;775;3011;0;0;;;4943;1454;0;0;0;0;;;set-07
BUTANTA;356;1476;1565;1411;362;942;0;0;;;545;82;0;0;0;0;;;set-07
CACHOEIRINHA;947;4588;3047;2983;316;1041;0;0;;;1930;285;0;0;0;0;;;set-07
CAMBUCI;131;772;0;0;219;312;0;0;;;370;226;0;0;0;0;;;set-07
CAMPO BELO;507;804;1463;1349;85;674;0;0;;;726;73;0;0;0;0;;;set-07
CAMPO GRANDE;426;2262;3353;3199;385;1039;0;0;;;585;313;0;0;0;0;;;set-07
CAMPO LIMPO;1550;8559;8775;8062;878;3204;0;0;;;5072;1807;0;0;0;0;;;set-07
CANGAIBA;805;4469;2535;2346;165;792;0;0;;;1843;523;0;0;0;0;;;set-07
CAPAO REDONDO;1531;7516;10908;8593;1563;4766;0;0;;;5020;2767;0;0;0;0;;;set-07
CARRAO;648;1882;982;996;0;0;0;0;;;973;169;0;0;0;0;;;set-07
CASA VERDE;396;1920;1121;1155;121;511;0;0;;;1215;143;0;0;0;0;;;set-07
CIDADE ADEMAR;1341;5977;4649;3864;579;1662;0;0;;;5149;1939;0;0;0;0;;;set-07
CIDADE DUTRA;2941;7335;6642;7038;314;2240;0;0;;;3972;1043;0;0;0;0;;;set-07
CIDADE LIDER;1030;5078;2916;2975;294;1275;0;0;;;1995;299;0;0;0;0;;;set-07
CIDADE TIRADENTES;2480;11281;12766;12470;574;3174;482;0;;;4258;1344;0;0;0;0;;;set-07
CONSOLACAO;322;1372;0;0;0;0;0;0;;;543;106;0;0;0;0;;;set-07
CURSINO;265;1615;937;947;43;191;0;0;;;1146;473;0;0;0;0;;;set-07
ERMELINO MATARAZZO;798;3560;1647;1812;236;1411;0;0;;;1532;784;0;0;0;0;;;set-07
FREGUESIA DO O;774;5068;3271;2577;214;1156;0;0;;;1347;524;0;0;0;0;;;set-07
GRAJAU;3047;11569;8309;7012;841;3506;0;0;;;7284;3880;0;0;0;0;;;set-07
GUAIANASES;1175;4590;1828;2407;458;1551;0;0;;;1401;690;0;0;0;0;;;set-07
IGUATEMI;1287;5404;7009;6194;338;1455;0;0;;;2492;1525;0;0;0;0;;;set-07
IPIRANGA;802;2855;1000;873;193;374;0;0;;;1591;302;0;0;0;0;;;set-07
ITAIM BIBI;148;844;791;721;52;325;0;0;;;374;54;0;0;0;0;;;set-07
ITAIM PAULISTA;1620;7954;5744;6167;427;2136;0;0;;;4116;3733;0;0;0;0;;;set-07
ITAQUERA;1373;6553;3196;3597;227;1576;0;0;;;2662;552;0;0;0;0;;;set-07
JABAQUARA;1448;5528;3235;2790;360;785;0;0;;;3089;980;0;0;0;0;;;set-07
JACANA;604;3509;2501;2144;62;554;0;0;;;1449;349;0;0;0;0;;;set-07
JAGUARA;377;1296;817;878;149;387;0;0;;;751;93;0;0;0;0;;;set-07
JAGUARE;509;1060;416;397;193;262;0;0;;;673;59;0;0;0;0;;;set-07
JARAGUA;2263;7443;10174;8985;729;2787;353;0;;;3306;1757;0;0;0;0;;;set-07
JARDIM ANGELA;2071;8194;8401;6471;596;2222;0;0;;;5609;4856;0;0;0;0;;;set-07
JARDIM HELENA;1181;4912;5513;6037;82;1391;0;0;;;2605;637;0;0;0;0;;;set-07
JARDIM PAULISTA;36;646;0;0;0;0;0;0;;;92;2;0;0;0;0;;;set-07
JARDIM SAO LUIS;2157;9631;8171;6535;574;2216;0;0;;;6118;2363;0;0;0;0;;;set-07
JOSE BONIFACIO;752;4506;2989;2704;44;540;0;0;;;1805;296;0;0;0;0;;;set-07
LAJEADO;1591;6548;3771;4188;371;1715;0;0;;;2700;2135;0;0;0;0;;;set-07
LAPA;246;2186;0;0;0;0;0;0;;;534;187;0;0;0;0;;;set-07
LIBERDADE;334;640;359;309;66;126;0;0;;;800;107;0;0;0;0;;;set-07
LIMAO;386;1226;719;736;33;388;0;0;;;716;85;0;0;0;0;;;set-07
MANDAQUI;588;3272;2381;2337;169;434;0;0;;;1521;115;0;0;0;0;;;set-07
MARSILAC;58;62;0;0;0;0;0;0;;;22;0;0;0;0;0;;;set-07
MOEMA;197;1242;364;230;0;0;0;0;;;236;98;0;0;0;0;;;set-07
MOOCA;382;1466;321;293;78;185;0;0;;;358;117;0;0;0;0;;;set-07
MORUMBI;261;764;802;574;43;112;0;0;;;485;113;0;0;0;0;;;set-07
PARELHEIROS;1073;4573;3438;1531;133;875;0;0;;;2173;1193;0;0;0;0;;;set-07
PARI;218;492;360;362;0;0;0;0;;;213;45;0;0;0;0;;;set-07
PARQUE DO CARMO;612;2394;1224;1263;65;445;0;0;;;1254;327;0;0;0;0;;;set-07
PEDREIRA;929;4168;5308;4750;333;1761;0;0;;;2255;1047;0;0;0;0;;;set-07
PENHA;847;1699;0;0;0;0;0;0;;;839;201;0;0;0;0;;;set-07
PERDIZES;306;880;363;279;68;118;0;0;;;397;59;0;0;0;0;;;set-07
PERUS;547;3518;4412;4019;220;1154;0;0;;;1808;1011;0;0;0;0;;;set-07
PINHEIROS;305;705;355;393;0;0;0;0;;;448;40;0;0;0;0;;;set-07
PIRITUBA;1041;4215;4394;4425;463;1372;324;0;;;2236;1156;0;0;0;0;;;set-07
PONTE RASA;527;2326;2752;2931;42;843;0;0;;;813;277;0;0;0;0;;;set-07
RAPOSO TAVARES;1321;4301;4389;3652;262;997;0;0;;;1723;147;0;0;0;0;;;set-07
REPUBLICA;6;460;0;0;0;0;0;0;;;52;83;0;0;0;0;;;set-07
RIO PEQUENO;1484;3638;4185;3277;326;983;0;0;;;1912;224;0;0;0;0;;;set-07
SACOMA;2170;7119;5767;5018;851;2151;0;0;;;4108;913;0;0;0;0;;;set-07
SANTA CECILIA;438;1053;0;0;0;0;0;0;;;982;282;0;0;0;0;;;set-07
SANTANA;480;2157;1619;1833;0;0;0;0;;;849;116;0;0;0;0;;;set-07
SANTO AMARO;151;497;1028;1460;0;327;1174;668;;;437;132;0;0;0;0;;;set-07
SAO DOMINGOS;490;2124;3095;2934;174;663;0;0;;;1074;332;0;0;0;0;;;set-07
SAO LUCAS;442;3013;3644;3634;166;866;0;0;;;1094;349;0;0;0;0;;;set-07
SAO MATEUS;1502;5291;4421;4104;456;1513;0;0;;;2437;450;0;0;0;0;;;set-07
SAO MIGUEL;960;3359;4387;4242;125;1114;225;0;;;1414;417;0;0;0;0;;;set-07
SAO RAFAEL;1942;7130;5520;4197;549;1539;0;0;;;3063;878;0;0;0;0;;;set-07
SAPOPEMBA;2893;10353;10367;9863;1056;3076;370;0;;;4237;916;0;0;0;0;;;set-07
SAUDE;202;975;285;371;0;277;0;0;;;406;136;0;0;0;0;;;set-07
SE;48;116;572;431;100;234;0;0;;;183;87;0;0;0;0;;;set-07
SOCORRO;333;1484;1509;1501;131;517;0;0;;;351;18;0;0;0;0;;;set-07
TATUAPE;344;2048;1271;1312;108;530;0;0;;;323;39;0;0;0;0;;;set-07
TREMEMBE;930;5508;4148;3866;338;1217;0;0;;;3275;1122;0;0;0;0;;;set-07
TUCURUVI;306;1123;1460;1482;0;303;0;0;;;550;119;0;0;0;0;;;set-07
VILA ANDRADE;186;1120;2826;1505;338;504;0;0;;;1197;683;0;0;0;0;;;set-07
